rep,year,week,sero,rate,im_sero,barrier,total_pop,n_infected,n_symptomatic,actual_sero
1.0,1.0,1.0,0.6,0.1,0.4,3.0,5139.0,50.0,8.0,0.593889861840825
1.0,1.0,2.0,0.6,0.1,0.4,3.0,5119.0,55.0,22.0,0.5956241453408869
1.0,1.0,3.0,0.6,0.1,0.4,3.0,4981.0,56.0,33.0,0.5968680987753463
1.0,1.0,4.0,0.6,0.1,0.4,3.0,4934.0,66.0,37.0,0.5993109039319011
1.0,1.0,5.0,0.6,0.1,0.4,3.0,4886.0,70.0,34.0,0.5992632009823987
1.0,1.0,6.0,0.6,0.1,0.4,3.0,4795.0,68.0,29.0,0.6018769551616266
1.0,1.0,7.0,0.6,0.1,0.4,3.0,4626.0,56.0,28.0,0.6037613488975356
1.0,1.0,8.0,0.6,0.1,0.4,3.0,4502.0,65.0,30.0,0.6046201688138605
1.0,1.0,9.0,0.6,0.1,0.4,3.0,4377.0,69.0,33.0,0.6045236463331048
1.0,1.0,10.0,0.6,0.1,0.4,3.0,4212.0,75.0,29.0,0.6073124406457739
1.0,1.0,11.0,0.6,0.1,0.4,3.0,4021.0,71.0,33.0,0.6100472519273813
1.0,1.0,12.0,0.6,0.1,0.4,3.0,3906.0,71.0,32.0,0.6100870455709165
1.0,1.0,13.0,0.6,0.1,0.4,3.0,3793.0,72.0,41.0,0.6129712628526233
1.0,1.0,14.0,0.6,0.1,0.4,3.0,3677.0,71.0,39.0,0.6151754147402774
1.0,1.0,15.0,0.6,0.1,0.4,3.0,3598.0,72.0,31.0,0.6158977209560867
1.0,1.0,16.0,0.6,0.1,0.4,3.0,3511.0,70.0,28.0,0.6186271717459413
1.0,1.0,17.0,0.6,0.1,0.4,3.0,3456.0,64.0,30.0,0.6218171296296297
1.0,1.0,18.0,0.6,0.1,0.4,3.0,3402.0,69.0,40.0,0.623750734861846
1.0,1.0,19.0,0.6,0.1,0.4,3.0,3339.0,65.0,38.0,0.6262353998203055
1.0,1.0,20.0,0.6,0.1,0.4,3.0,6309.0,59.0,36.0,0.32604216199080677
1.0,1.0,21.0,0.6,0.1,0.4,3.0,5982.0,76.0,28.0,0.33132731527917086
1.0,1.0,22.0,0.6,0.1,0.4,3.0,5643.0,87.0,29.0,0.33528265107212474
1.0,1.0,23.0,0.6,0.1,0.4,3.0,5364.0,97.0,35.0,0.3378076062639821
1.0,1.0,24.0,0.6,0.1,0.4,3.0,5050.0,115.0,44.0,0.33900990099009903
1.0,1.0,25.0,0.6,0.1,0.4,3.0,4876.0,139.0,60.0,0.34331419196062346
1.0,1.0,26.0,0.6,0.1,0.4,3.0,4619.0,149.0,60.0,0.3461788265858411
1.0,1.0,27.0,0.6,0.1,0.4,3.0,4483.0,171.0,70.0,0.34976578184251617
1.0,1.0,28.0,0.6,0.1,0.4,3.0,4203.0,181.0,64.0,0.35427075898167976
1.0,1.0,29.0,0.6,0.1,0.4,3.0,4149.0,227.0,83.0,0.3571945046999277
1.0,1.0,30.0,0.6,0.1,0.4,3.0,3990.0,227.0,97.0,0.3611528822055138
1.0,1.0,31.0,0.6,0.1,0.4,3.0,3782.0,236.0,108.0,0.36885245901639346
1.0,1.0,32.0,0.6,0.1,0.4,3.0,3561.0,223.0,102.0,0.37461387250772255
1.0,1.0,33.0,0.6,0.1,0.4,3.0,3416.0,206.0,97.0,0.3820257611241218
1.0,1.0,34.0,0.6,0.1,0.4,3.0,3242.0,186.0,85.0,0.38618136952498455
